estimators,max_depth,backend,threads,nodes,dataset,train_accuracy,train_f1,test_accuracy,test_f1,train_time,train_predict_time,test_predict_time
128,0,omp,2,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,457.1734,1.2910879999999998,0.3015882
128,0,omp,4,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,235.1998,0.795235,0.22806639999999997
128,0,omp,8,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,122.9908,0.5034856,0.16387580000000002
128,0,omp,16,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,65.63394,0.41095940000000003,0.1398816
128,0,omp,32,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,50.6032,0.38238500000000003,0.147956
128,0,seq,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,880.9262000000001,2.090152,0.5175384000000001
256,0,ff,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,1749.182,6.057308,1.9747420000000002
256,0,ff,2,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,948.2018,4.21988,1.3268039999999999
256,0,ff,4,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,480.80100000000004,2.7106559999999997,1.4094440000000001
256,0,ff,8,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,243.4728,3.406766,2.2564640000000002
256,0,ff,16,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,126.1446,5.1789119999999995,4.578804
256,0,ff,32,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,95.94338,10.60698,9.301616
256,0,mpi,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,1750.632,3.215742,0.6899056
256,0,mpi,1,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,876.1085999999999,14.318639999999998,0.42911020000000005
256,0,mpi,1,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,446.871,12.274758,0.2095262
256,0,mpi,1,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,224.6522,13.65776,0.1169436
256,0,mpi,2,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,913.5286,1.851726,0.37669260000000004
256,0,mpi,2,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,459.45380000000006,13.4095,0.23730020000000002
256,0,mpi,2,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,235.0614,13.06072,0.1442574
256,0,mpi,2,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,118.6792,13.7745,0.08253740000000001
256,0,mpi,4,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,464.8746,1.180344,0.23770940000000002
256,0,mpi,4,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,236.5254,11.435500000000001,0.1859906
256,0,mpi,4,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,123.4674,12.448879999999999,0.11987
256,0,mpi,4,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,60.760000000000005,15.916379999999998,0.0904188
256,0,mpi,8,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,242.398,0.8229896,0.152634
256,0,mpi,8,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,123.85119999999999,11.36476,0.1200596
256,0,mpi,8,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,64.5178,12.352360000000001,0.10774540000000002
256,0,mpi,8,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,33.09568,13.85164,0.08865920000000001
256,0,mpi,16,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,125.23740000000001,0.6178924,0.1172852
256,0,mpi,16,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,64.0458,13.146199999999999,0.1360798
256,0,mpi,16,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,36.27638,12.93202,0.1062092
256,0,mpi,16,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,18.18944,16.018620000000002,0.08224479999999999
256,0,mpi,32,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,94.23148,0.7163214,0.1282768
256,0,mpi,32,2,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,50.45368,13.23924,0.17635320000000002
256,0,mpi,32,4,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,28.11544,15.30998,0.11144760000000001
256,0,mpi,32,8,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,15.64092,15.789840000000002,0.098689
256,0,omp,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,1777.9959999999999,4.33807,1.026132
256,0,omp,2,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,930.0258,2.474384,0.5776176
256,0,omp,4,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,477.83000000000004,1.546978,0.42301700000000003
256,0,omp,8,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,245.85639999999998,0.9711216,0.2876208
256,0,omp,16,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,126.21579999999999,0.6628456,0.23489480000000001
256,0,omp,32,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,95.20178,0.6016600000000001,0.22690799999999997
256,0,seq,1,1,breast_cancer,1.0,1.0,0.964602,0.9586080000000001,1784.618,4.027882,1.0077399999999999
